,lon,lat,x1,x2,y,beta0,beta1,beta2,er
1,0,0,0.8025330637390305,-0.9015460884175122,-1.0569917881632676,1,1.0,5.0,0.5202301976070407
2,0,1,0.7637707684364894,0.9845745328825128,5.352902084821639,1,1.0833333333333333,4.931851652578136,-0.4208530646918357
3,0,2,-0.027290262907887285,0.11524570286202315,1.5792347931553885,1,1.1666666666666667,4.732050807568878,-0.09754176034498446
4,0,3,-0.6433888131264491,0.052460907198835775,0.3911440551558933,1,1.25,4.414213562373095,0.13033551923247239
5,0,4,-0.8239670026881707,0.26071819402835644,0.8211405654085023,1,1.3333333333333333,4.0,-0.1132469389605636
6,0,5,1.4031473817209366,0.27113061707020236,4.549068904882835,1,1.4166666666666667,3.5176380902050415,-0.0017635038374593502
7,0,6,0.9049586994113287,0.8568542481006806,5.567356518411016,1,1.5,3.0,0.09308352036062773
8,0,7,0.3976728390023819,0.06294576961546386,2.2709333194379675,1,1.5833333333333335,2.4823619097949585,0.2353649994118639
9,0,8,0.44110379103508873,-0.7318797311599887,0.1478724445972092,1,1.6666666666666665,2.0000000000000004,-0.002940902963069905
10,0,9,-0.15736219614735453,-0.5822582291186266,-0.6113042973061257,1,1.75,1.585786437626905,-0.05149254462498527
11,0,10,-0.39990122591137445,0.8913156150655253,1.5835630868371355,1,1.8333333333333335,1.2679491924311226,0.10269015856491456
12,0,11,-1.1712365002966285,-0.3905082189100106,-1.9665801040576942,1,1.9166666666666665,1.0681483474218636,0.12253510097082666
13,0,12,0.9597752538041666,0.7523861952143763,4.077365812410363,1,2.0,1.0,-0.16448910389337626
14,0,13,0.6450323331598297,-0.3154523215417022,2.497150833163038,1,2.083333333333333,1.0681483474218634,0.263723698528548
15,0,14,0.5957831787424875,1.0225509680217193,3.661767338755252,1,2.166666666666667,1.2679491924311224,-0.5890492257839797
16,0,15,-1.5250681153426493,1.1808572722180044,-0.04505450174854607,1,2.25,1.5857864376269042,0.0015352377677363583
17,0,16,-0.13698941007400853,-0.42220793207202106,-0.5257841337559837,1,2.333333333333333,1.9999999999999991,-0.004132874472025218
18,0,17,0.47777913386931326,0.009669260406608,2.0768230611660123,1,2.416666666666667,2.4823619097949585,-0.42292334049883085
19,0,18,-0.4612391930609103,0.8417474901759435,2.2204856773021038,1,2.5,2.9999999999999996,-0.06047621164998014
20,0,19,-0.6840379551499387,-1.9165999902657032,-4.949594691976895,1,2.583333333333333,3.5176380902050406,0.07883758980978012
21,0,20,0.40492223630241114,-0.21540008450999143,1.5014525003157126,1,2.666666666666667,4.0,0.23906297612844332
22,0,21,0.28075077761104705,2.213808355073481,5.983389691098766,1,2.75,4.414213562373095,-0.012056411305268938
23,0,22,1.0912726657731104,3.368920447474639,7.532984729052501,1,2.833333333333333,4.732050807568877,-0.5634912860088509
24,0,23,-0.3771767601486389,1.1843177383489063,3.178654994815271,1,2.916666666666667,4.931851652578136,-0.25726766628724346
25,0,24,1.4480202027200353,0.6331923385168294,7.373288650080558,1,3.0,5.0,-0.343379339409438
26,1,0,-0.5752759557054007,0.6247797550596169,3.1912857789635685,1,1.0833333333333333,4.931851652578136,-0.08049248356089188
27,1,1,-0.6775351520679921,1.787353499904202,3.673399175914558,1,1.1666666666666667,4.866025403784439,-0.2721978228451537
28,1,2,-1.748512840714025,0.843237738914588,2.2670014898540725,1,1.25,4.673032607475616,0.2950782053459983
29,1,3,0.913129913077056,0.1851047755111892,3.6201694096338897,1,1.3333333333333333,4.366025403784439,0.028214369280500494
30,1,4,-1.9730055017835015,0.038523228113098745,-1.6087447816530855,1,1.4166666666666667,3.9659258262890686,0.11326065065868747
31,1,5,0.07791503650933558,-0.3241940958618163,0.07429376788637998,1,1.5,3.5,0.36320746469978116
32,1,6,1.0014318030252782,0.7571154116686983,5.63812696604019,1,1.5833333333333335,3.0,0.14359099589143667
33,1,7,1.0288490019427352,-1.4490428783730553,-0.12779975928886414,1,1.6666666666666665,2.5,0.14987237326905686
34,1,8,-0.7417966776641425,-0.6573575967927291,-2.210944965823591,1,1.75,2.0340741737109322,0.09285273834832146
35,1,9,0.436447375897449,-0.19037613715437648,1.6593377786767536,1,1.8333333333333335,1.6339745962155614,0.03034481143296426
36,1,10,-1.3193956256923403,-0.7136097687349932,-2.8867368402982163,1,1.9166666666666665,1.3269673925243841,0.08498848757724384
37,1,11,-1.7326748220942425,1.3262899992166528,-0.24997319340466267,1,2.0,1.1339745962155614,0.1751562022581546
